Freq,Ephi,IWavePhi,IWaveTheta,OutgoingPower,IngoingPower,X,Y,Z,Mag_E
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.004928090572357178,0.001,2.6535358613506827e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.005,0.001,0.0
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.005,0.001,2.9627135905992516e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.005,0.001,5.1134225719962615e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.00484375,0.001,4.176173454955825e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.004849965572357178,0.001,4.123984858119199e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.004921875,0.001,2.804334385356873e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.004856181144714355,0.001,4.239830451020153e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.004928090572357178,0.001,2.6535358613506827e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.005,0.001,5.1134225719962615e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.00261630595792134,0.001,7.2173396100504466e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0026313525281848977,0.001,6.770900420362751e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.002599156406146894,0.001,7.557434576320116e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0026463990984484554,0.001,6.309206947660483e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.002614202976410452,0.001,7.215359563354463e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.002582006854372448,0.001,7.835556707000655e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.002224602297761622,0.001,7.174609886259635e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.002194217991688387,0.001,7.168847067909194e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002210842756961079,0.001,7.156420405075867e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0021638336856151514,0.001,6.9714150886215184e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0021804584508878437,0.001,7.061913625335409e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.002197083216160536,0.001,7.177459195658005e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0019160058937754184,0.001,6.40555735804373e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0019445352231709063,0.001,6.166510088356838e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.001938748408046914,0.001,6.180528408310739e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.001973064552566394,0.001,6.065735653962931e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.001967277737442402,0.001,6.06410763008831e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0019614909223184098,0.001,6.173617241990634e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.00416187597614453,0.001,5.309711419554359e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.004172324697974958,0.001,5.494034183115745e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004183877580880131,0.001,5.663488712898789e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0041827734198053865,0.001,5.687094181528436e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.00419432630271056,0.001,5.7897519983952575e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004205879185615734,0.001,5.916008696340621e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.001303669280691875,0.001,5.574959318124937e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0013158971403459375,0.001,5.36275420507311e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0013347251636829914,0.001,4.951365065264425e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.001328125,0.001,5.149595397165929e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.001346953023337054,0.001,4.6507925491961995e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0013657810466741079,0.001,4.103519301242156e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.002197083216160536,0.001,7.177459195658005e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.002223633946850896,0.001,7.144602701990471e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002210842756961079,0.001,7.156420405075867e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.002250184677541256,0.001,7.025491881508516e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002237393487651439,0.001,7.084467134059366e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.002224602297761622,0.001,7.174609886259635e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0040625,0.001,8.678528931237904e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.0040220924660011575,0.001,9.163161324251907e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0040576171875,0.001,8.707187717205615e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.003981684932002315,0.001,9.012232257935889e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.004017209653501158,0.001,9.199911089104739e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.004052734375,0.001,8.844186921602939e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0019417601637542249,0.001,4.0100996046082815e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0019284974907487259,0.001,1.8464670267963836e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.001910383952781558,0.001,9.876698259120114e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0019152348177432267,0.001,7.671992653466523e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.001897121279776059,0.001,1.5869780358958647e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0018790077418088913,0.001,2.398884797649576e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0025,0.001,8.576483136533639e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002475104811793631,0.001,3.205636205086144e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0024627685546875,0.001,8.85152689286187e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.002450209623587262,0.001,1.4547668137020624e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002437873366481131,0.001,1.9845457622691553e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.002425537109375,0.001,2.515927470160108e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.002450209623587262,0.001,1.4547668137020624e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.002475104811793631,0.001,3.205636205086144e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0024882097149358908,0.001,3.022791577971595e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0025,0.001,8.576483136533639e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.00251310490314226,0.001,1.4824997884855632e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.00252620980628452,0.001,2.113469033263001e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.001838788799514742,0.001,4.055926467940449e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.001824763156260238,0.001,4.6090074150768485e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0018588982706618166,0.001,3.2296717930519352e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0018107375130057336,0.001,5.152143418889109e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0018448726274073123,0.001,3.799916068358607e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0018790077418088913,0.001,2.398884797649576e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.000998171082308853,0.001,4.000688591731887e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.0010265603950201066,0.001,2.447231576489629e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.0010291188131445654,0.001,2.287279494361355e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.00105494970773136,0.001,6.617504053604692e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.001057508125855819,0.001,4.898012607697587e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.001060066543980278,0.001,3.2161630474341507e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0033512394516370804,0.001,2.0861236344584585e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0033472261753349246,0.001,2.153439178415727e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0033717051509751187,0.001,1.6354876415945515e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0033432128990327687,0.001,2.2342311970723545e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003367691874672963,0.001,1.7232025904820602e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003392170850313157,0.001,1.1866713645717365e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004106296384925372,0.001,3.8156278887546546e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.0040804824762252475,0.001,2.8457453613218745e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004105172224304623,0.001,3.7443659893920677e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004054668567525123,0.001,1.8259402330758324e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.004079358315604499,0.001,2.804514498215794e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.004104048063683875,0.001,3.7027368195273923e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004054668567525123,0.001,1.8259402330758324e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004022260451638622,0.001,4.804152814464488e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.004031545980401111,0.001,8.587961462118442e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.003989852335752122,0.001,8.666765580140602e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.003999137864514611,0.001,4.703747841856313e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.004008423393277099,0.001,1.1684546158622513e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0033432128990327687,0.001,2.2342311970723545e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0033238259573445785,0.001,2.6082732991762416e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0033166021912730036,0.001,2.7451985097350594e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0033044390156563887,0.001,2.9605754140019927e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.003297215249584814,0.001,3.0285152527590916e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003289991483513239,0.001,3.1139424327322855e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0033512394516370804,0.001,2.0861236344584585e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0033278392336467347,0.001,2.548338025202984e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0033472261753349246,0.001,2.153439178415727e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0033044390156563887,0.001,2.9605754140019927e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0033238259573445785,0.001,2.6082732991762416e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0033432128990327687,0.001,2.2342311970723545e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0005442721626676817,0.001,3.0179996509900353e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0005246119599214155,0.001,2.7344067176078284e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0005158714002563107,0.001,2.5619657864833373e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0005049517571751494,0.001,2.351219229982817e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0004962111975100445,0.001,2.1310696189297545e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.00048747063784493973,0.001,1.8976171476230077e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.003595711183853286,0.001,6.027811452957603e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0035951268520725693,0.001,7.003794774679578e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.003625716825288436,0.001,6.315507822353796e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003594542520291852,0.001,5.2999663215889845e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003625132493507719,0.001,6.160289080371885e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003655722466723586,0.001,1.3042747941796305e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.003595711183853286,0.001,6.027811452957603e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.003625716825288436,0.001,6.315507822353796e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0036305743225304625,0.001,7.42570955969824e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.003655722466723586,0.001,1.3042747941796305e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0036605799639656124,0.001,1.4375594815315726e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0036654374612076386,0.001,1.5839240001495286e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004490519064975485,0.001,5.166652648338124e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.004508649092352693,0.001,9.50994954486634e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004504783662394395,0.001,8.610769661828073e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0045267791197299,0.001,1.3348980134245736e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004522913689771602,0.001,1.2517094898763772e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004519048259813303,0.001,1.1715413513509242e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004490519064975485,0.001,5.166652648338124e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004504783662394395,0.001,8.610769661828073e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004475156320391014,0.001,1.0129166905613734e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004519048259813303,0.001,1.1715413513509242e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004489420917809923,0.001,4.785132939581301e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004459793575806543,0.001,3.421165948953481e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.004469271428117319,0.001,6.354142399505575e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.00449802527392361,0.001,6.864331754154346e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.0044798952465464024,0.001,2.3630055258705128e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0045267791197299,0.001,1.3348980134245736e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.004508649092352693,0.001,9.50994954486634e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004490519064975485,0.001,5.166652648338124e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004490519064975485,0.001,5.166652648338124e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,0.004475156320391014,0.001,1.0129166905613734e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,0.0044798952465464024,0.001,2.3630055258705123e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.004459793575806543,0.001,3.421165948953481e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.004464532501961931,0.001,2.0002219581880818e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.004469271428117319,0.001,6.354142399505575e-08
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0046246337890625,0.001,1.6065350436408483e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.00465606689453125,0.001,1.2887472701329848e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.004602775573730469,0.001,2.625662226590096e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0046875,0.001,1.289048405879173e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.004634208679199219,0.001,1.144129917554972e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.004580917358398439,0.001,3.65684451597009e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0046246337890625,0.001,1.6065350436408483e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.004674901962280273,0.001,6.644362076348035e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.00465606689453125,0.001,1.2887472701329848e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.004725170135498047,0.001,2.6777282672201434e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.004706335067749023,0.001,1.935793195471434e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0046875,0.001,1.289048405879173e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.004580917358398439,0.001,3.65684451597009e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.004574871063232422,0.001,3.889100097635105e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.004602775573730469,0.001,2.625662226590096e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0045688247680664065,0.001,4.169894637787694e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.0045967292785644535,0.001,2.9077451642047046e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.0046246337890625,0.001,1.6065350436408483e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.003984375,0.001,9.043592182834698e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.0040185546875,0.001,9.196435208683222e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.0039830299660011574,0.001,9.0026830431202e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.004052734375,0.001,8.844186921602939e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.004017209653501158,0.001,9.199911089104739e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.003981684932002315,0.001,9.012232257935889e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.001526480373870125,0.001,4.794744439640127e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.001499617985268663,0.001,2.8919390586792847e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.001517371884230199,0.001,4.156587071559912e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,0.0014727555966672012,0.001,8.826555030748971e-07
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,0.0014905094956287374,0.001,2.2233512792494293e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,0.0015082633945902734,0.001,3.5417083270568433e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.003711775092611597,0.001,5.143297716386003e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,3.7500000000000003e-05,-0.00369178713320119,0.001,6.148753036577508e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,1.25e-05,-0.0036943427465011107,0.001,6.021095299894226e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,5e-05,-0.0036717991737907833,0.001,7.082653513242984e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,2.5e-05,-0.003674354787090704,0.001,6.910138348707782e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.003676910400390625,0.001,6.849698292403286e-06
500GHz,1,0.0,90.0,3.03496322348857e-20,6.636046824471356e-10,0.0,-0.003676910400390625,0.001,6.849698292403286e-06
