Freq,Ephi,IWavePhi,IWaveTheta,OutgoingPower,IngoingPower,X,Y,Z,Mag_E
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.0034375,0.001,0.2838460622731789
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.000625,0.001,0.2594087903004661
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0006585582695413387,0.001,0.25016795806062736
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.000582114502937254,0.001,0.2542384635358499
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0006921165390826774,0.001,0.2514391264908295
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0006156727724785926,0.001,0.24900384447797097
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0005392290058745079,0.001,0.26182187230990256
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.00078125,0.001,0.26393294099111314
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0008131270361454233,0.001,0.2625840562486347
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0007366832695413387,0.001,0.2551492031314074
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0008450040722908467,0.001,0.27467279408798984
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0007685603056867621,0.001,0.2571715188000032
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0006921165390826774,0.001,0.2514391264908295
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.0009375,0.001,0.2762444788536298
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0008912520361454234,0.001,0.2704995443797524
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.000859375,0.001,0.2625077444803004
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0008450040722908467,0.001,0.27467279408798984
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0008131270361454233,0.001,0.2625840562486347
